index,type,type,name,usage(KB),total(KB),parentStack
2992,  sound,sound,plr_2_vox_powerup_carp_2,0.2,0.2,
2993,  sound,sound,plr_2_vox_powerup_carp_3,0.2,0.2,
2994,  sound,sound,plr_2_vox_powerup_carp_4,0.2,0.2,
2995,  sound,sound,plr_2_vox_powerup_carp_5,0.2,0.2,
2996,  sound,sound,plr_2_vox_powerup_carp_6,0.2,0.2,
2997,  sound,sound,plr_2_vox_powerup_double_0,0.2,0.2,
2998,  sound,sound,plr_2_vox_powerup_double_1,0.2,0.2,
2999,  sound,sound,plr_2_vox_powerup_double_2,0.2,0.2,
3000,  sound,sound,plr_2_vox_powerup_insta_0,0.2,0.2,
3001,  sound,sound,plr_2_vox_powerup_insta_1,0.2,0.2,
3002,  sound,sound,plr_2_vox_powerup_insta_2,0.2,0.2,
3003,  sound,sound,plr_2_vox_powerup_nuke_0,0.2,0.2,
3004,  sound,sound,plr_2_vox_powerup_nuke_1,0.2,0.2,
3005,  sound,sound,plr_2_vox_powerup_nuke_2,0.2,0.2,
3006,  sound,sound,plr_2_vox_ppsh_0,0.2,0.2,
3007,  sound,sound,plr_2_vox_ppsh_1,0.2,0.2,
3008,  sound,sound,plr_2_vox_ppsh_2,0.2,0.2,
3009,  sound,sound,plr_2_vox_ppsh_3,0.2,0.2,
3010,  sound,sound,plr_2_vox_ppsh_4,0.2,0.2,
3011,  sound,sound,plr_2_vox_raygun_0,0.2,0.2,
3012,  sound,sound,plr_2_vox_raygun_1,0.2,0.2,
3013,  sound,sound,plr_2_vox_raygun_2,0.2,0.2,
3014,  sound,sound,plr_2_vox_raygun_3,0.2,0.2,
3015,  sound,sound,plr_2_vox_raygun_4,0.2,0.2,
3016,  sound,sound,plr_2_vox_rebuild_board_0,0.2,0.2,
3017,  sound,sound,plr_2_vox_resp_corkmap_0,0.2,0.2,
3018,  sound,sound,plr_2_vox_resp_corkmap_1,0.2,0.2,
3019,  sound,sound,plr_2_vox_resp_dev_rare_0,0.2,0.2,
3020,  sound,sound,plr_2_vox_resp_fieldop_0,0.2,0.2,
3021,  sound,sound,plr_2_vox_resp_hr_headdist_0,0.2,0.2,
3022,  sound,sound,plr_2_vox_resp_hr_headdist_1,0.2,0.2,
3023,  sound,sound,plr_2_vox_resp_hr_headdist_2,0.2,0.2,
3024,  sound,sound,plr_2_vox_resp_hr_headdist_3,0.2,0.2,
3025,  sound,sound,plr_2_vox_resp_hr_headdist_4,0.2,0.2,
3026,  sound,sound,plr_2_vox_resp_riv_headdist_0,0.2,0.2,
3027,  sound,sound,plr_2_vox_resp_riv_headdist_1,0.2,0.2,
3028,  sound,sound,plr_2_vox_resp_riv_headdist_2,0.2,0.2,
3029,  sound,sound,plr_2_vox_resp_riv_headdist_3,0.2,0.2,
3030,  sound,sound,plr_2_vox_resp_riv_headdist_4,0.2,0.2,
3031,  sound,sound,plr_2_vox_resp_telemap_0,0.3,0.3,
3032,  sound,sound,plr_2_vox_revived_0,0.2,0.2,
3033,  sound,sound,plr_2_vox_revived_1,0.2,0.2,
3034,  sound,sound,plr_2_vox_revived_2,0.2,0.2,
3035,  sound,sound,plr_2_vox_revived_3,0.2,0.2,
3036,  sound,sound,plr_2_vox_revived_4,0.2,0.2,
3037,  sound,sound,plr_2_vox_riv_resp_cspawn_0,0.2,0.2,
3038,  sound,sound,plr_2_vox_riv_resp_cspawn_1,0.2,0.2,
3039,  sound,sound,plr_2_vox_riv_resp_cspawn_2,0.2,0.2,
3040,  sound,sound,plr_2_vox_riv_resp_cspawn_3,0.2,0.2,
3041,  sound,sound,plr_2_vox_riv_resp_cspawn_4,0.2,0.2,
3042,  sound,sound,plr_2_vox_riv_resp_monk_0,0.2,0.2,
3043,  sound,sound,plr_2_vox_riv_resp_monk_1,0.2,0.2,
3044,  sound,sound,plr_2_vox_riv_resp_monk_2,0.2,0.2,
3045,  sound,sound,plr_2_vox_riv_resp_monk_3,0.2,0.2,
3046,  sound,sound,plr_2_vox_riv_resp_monk_4,0.2,0.2,
3047,  sound,sound,plr_2_vox_riv_resp_ohshit_0,0.2,0.2,
3048,  sound,sound,plr_2_vox_riv_resp_ohshit_1,0.2,0.2,
3049,  sound,sound,plr_2_vox_riv_resp_ohshit_2,0.2,0.2,
3050,  sound,sound,plr_2_vox_riv_resp_ohshit_3,0.2,0.2,
3051,  sound,sound,plr_2_vox_riv_resp_ohshit_4,0.2,0.2,
3052,  sound,sound,plr_2_vox_shoot_limb_0,0.2,0.2,
3053,  sound,sound,plr_2_vox_shoot_limb_1,0.2,0.2,
3054,  sound,sound,plr_2_vox_shoot_limb_2,0.2,0.2,
3055,  sound,sound,plr_2_vox_shoot_limb_3,0.2,0.2,
3056,  sound,sound,plr_2_vox_shoot_limb_4,0.2,0.2,
3057,  sound,sound,plr_2_vox_shoot_limb_5,0.2,0.2,
3058,  sound,sound,plr_2_vox_shoot_limb_6,0.2,0.2,
3059,  sound,sound,plr_2_vox_shoot_limb_7,0.2,0.2,
3060,  sound,sound,plr_2_vox_shotgun_0,0.2,0.2,
3061,  sound,sound,plr_2_vox_shotgun_1,0.2,0.2,
3062,  sound,sound,plr_2_vox_shotgun_2,0.2,0.2,
3063,  sound,sound,plr_2_vox_shotgun_3,0.2,0.2,
3064,  sound,sound,plr_2_vox_shotgun_4,0.2,0.2,
3065,  sound,sound,plr_2_vox_shotgun_5,0.2,0.2,
3066,  sound,sound,plr_2_vox_sniper_0,0.2,0.2,
3067,  sound,sound,plr_2_vox_sniper_1,0.2,0.2,
3068,  sound,sound,plr_2_vox_sniper_2,0.2,0.2,
3069,  sound,sound,plr_2_vox_sniper_3,0.2,0.2,
3070,  sound,sound,plr_2_vox_sniper_4,0.2,0.2,
3071,  sound,sound,plr_2_vox_tele_count_0,0.2,0.2,
3072,  sound,sound,plr_2_vox_tele_count_1,0.2,0.2,
3073,  sound,sound,plr_2_vox_tele_count_2,0.2,0.2,
3074,  sound,sound,plr_2_vox_tele_count_3,0.2,0.2,
3075,  sound,sound,plr_2_vox_tele_help_0,0.2,0.2,
3076,  sound,sound,plr_2_vox_tele_help_1,0.2,0.2,
3077,  sound,sound,plr_2_vox_tele_help_2,0.2,0.2,
3078,  sound,sound,plr_2_vox_tele_help_3,0.2,0.2,
3079,  sound,sound,plr_2_vox_tele_help_4,0.2,0.2,
3080,  sound,sound,plr_2_vox_tele_linkall_0,0.2,0.2,
3081,  sound,sound,plr_2_vox_tele_linkall_1,0.2,0.2,
3082,  sound,sound,plr_2_vox_tele_linkall_2,0.2,0.2,
3083,  sound,sound,plr_2_vox_tele_linkall_3,0.2,0.2,
3084,  sound,sound,plr_2_vox_tele_linkall_4,0.2,0.2,
3085,  sound,sound,plr_2_vox_tele_sick_0,0.2,0.2,
3086,  sound,sound,plr_2_vox_tele_sick_1,0.2,0.2,
3087,  sound,sound,plr_2_vox_tele_sick_2,0.2,0.2,
3088,  sound,sound,plr_2_vox_tele_sick_3,0.2,0.2,
3089,  sound,sound,plr_2_vox_tele_sick_4,0.2,0.2,
3090,  sound,sound,plr_2_vox_tele_sick_5,0.2,0.2,
3091,  sound,sound,plr_2_vox_tele_sick_6,0.2,0.2,
3092,  sound,sound,plr_2_vox_tele_sick_rare_0,0.2,0.2,
3093,  sound,sound,plr_2_vox_tele_sick_rare_1,0.2,0.2,
3094,  sound,sound,plr_2_vox_tesla_0,0.2,0.2,
3095,  sound,sound,plr_2_vox_tesla_1,0.2,0.2,
3096,  sound,sound,plr_2_vox_tesla_2,0.2,0.2,
3097,  sound,sound,plr_2_vox_tesla_3,0.2,0.2,
3098,  sound,sound,plr_2_vox_tesla_4,0.2,0.2,
3099,  sound,sound,plr_3_vox_357_0,0.2,0.2,
3100,  sound,sound,plr_3_vox_357_1,0.2,0.2,
3101,  sound,sound,plr_3_vox_357_2,0.2,0.2,
3102,  sound,sound,plr_3_vox_357_3,0.2,0.2,
3103,  sound,sound,plr_3_vox_357_4,0.2,0.2,
3104,  sound,sound,plr_3_vox_ammo_low_0,0.2,0.2,
3105,  sound,sound,plr_3_vox_ammo_low_1,0.2,0.2,
3106,  sound,sound,plr_3_vox_ammo_low_2,0.2,0.2,
3107,  sound,sound,plr_3_vox_ammo_low_3,0.2,0.2,
3108,  sound,sound,plr_3_vox_ammo_out_0,0.2,0.2,
3109,  sound,sound,plr_3_vox_ammo_out_1,0.2,0.2,
3110,  sound,sound,plr_3_vox_ammo_out_2,0.2,0.2,
3111,  sound,sound,plr_3_vox_ammo_out_3,0.2,0.2,
3112,  sound,sound,plr_3_vox_ammo_out_4,0.2,0.2,
3113,  sound,sound,plr_3_vox_bowie_0,0.2,0.2,
3114,  sound,sound,plr_3_vox_bowie_1,0.2,0.2,
3115,  sound,sound,plr_3_vox_bowie_2,0.2,0.2,
3116,  sound,sound,plr_3_vox_bowie_3,0.2,0.2,
3117,  sound,sound,plr_3_vox_bowie_4,0.2,0.2,
3118,  sound,sound,plr_3_vox_box_move_0,0.2,0.2,
3119,  sound,sound,plr_3_vox_box_move_1,0.2,0.2,
3120,  sound,sound,plr_3_vox_box_move_2,0.2,0.2,
3121,  sound,sound,plr_3_vox_box_move_3,0.2,0.2,
3122,  sound,sound,plr_3_vox_box_move_4,0.2,0.2,
3123,  sound,sound,plr_3_vox_close_0,0.2,0.2,
3124,  sound,sound,plr_3_vox_close_1,0.2,0.2,
3125,  sound,sound,plr_3_vox_close_2,0.2,0.2,
3126,  sound,sound,plr_3_vox_close_3,0.2,0.2,
3127,  sound,sound,plr_3_vox_close_4,0.2,0.2,
3128,  sound,sound,plr_3_vox_close_5,0.2,0.2,
3129,  sound,sound,plr_3_vox_crappy_0,0.2,0.2,
3130,  sound,sound,plr_3_vox_crappy_1,0.4,0.4,
3131,  sound,sound,plr_3_vox_crappy_2,0.2,0.2,
3132,  sound,sound,plr_3_vox_crappy_3,0.2,0.2,
3133,  sound,sound,plr_3_vox_crappy_4,0.2,0.2,
3134,  sound,sound,plr_3_vox_crawl_kill_0,0.2,0.2,
3135,  sound,sound,plr_3_vox_crawl_kill_1,0.2,0.2,
3136,  sound,sound,plr_3_vox_crawl_kill_2,0.2,0.2,
3137,  sound,sound,plr_3_vox_crawl_kill_3,0.2,0.2,
3138,  sound,sound,plr_3_vox_crawl_kill_4,0.2,0.2,
3139,  sound,sound,plr_3_vox_crawl_spawn_0,0.2,0.2,
3140,  sound,sound,plr_3_vox_crawl_spawn_1,0.2,0.2,
3141,  sound,sound,plr_3_vox_crawl_spawn_2,0.2,0.2,
3142,  sound,sound,plr_3_vox_crawl_spawn_3,0.2,0.2,
3143,  sound,sound,plr_3_vox_crawl_spawn_4,0.2,0.2,
3144,  sound,sound,plr_3_vox_crawl_spawn_5,0.2,0.2,
3145,  sound,sound,plr_3_vox_crawl_spawn_6,0.2,0.2,
3146,  sound,sound,plr_3_vox_crawl_spawn_7,0.2,0.2,
3147,  sound,sound,plr_3_vox_crawl_spawn_8,0.2,0.2,
3148,  sound,sound,plr_3_vox_crawl_spawn_9,0.2,0.2,
3149,  sound,sound,plr_3_vox_dmg_close_0,0.2,0.2,
3150,  sound,sound,plr_3_vox_dmg_close_1,0.2,0.2,
3151,  sound,sound,plr_3_vox_dmg_close_2,0.2,0.2,
3152,  sound,sound,plr_3_vox_dmg_close_3,0.2,0.2,
3153,  sound,sound,plr_3_vox_dmg_close_4,0.2,0.2,
3154,  sound,sound,plr_3_vox_dog_killstreak_0,0.2,0.2,
3155,  sound,sound,plr_3_vox_dog_killstreak_1,0.2,0.2,
3156,  sound,sound,plr_3_vox_dog_killstreak_2,0.2,0.2,
3157,  sound,sound,plr_3_vox_dog_killstreak_3,0.2,0.2,
3158,  sound,sound,plr_3_vox_dog_killstreak_4,0.2,0.2,
3159,  sound,sound,plr_3_vox_dog_spawn_0,0.2,0.2,
3160,  sound,sound,plr_3_vox_dog_spawn_1,0.2,0.2,
3161,  sound,sound,plr_3_vox_dog_spawn_2,0.2,0.2,
3162,  sound,sound,plr_3_vox_dog_spawn_3,0.2,0.2,
3163,  sound,sound,plr_3_vox_dog_spawn_4,0.2,0.2,
3164,  sound,sound,plr_3_vox_down_gen_0,0.2,0.2,
3165,  sound,sound,plr_3_vox_down_gen_1,0.2,0.2,
3166,  sound,sound,plr_3_vox_down_gen_2,0.2,0.2,
3167,  sound,sound,plr_3_vox_down_gen_3,0.2,0.2,
3168,  sound,sound,plr_3_vox_down_gen_4,0.2,0.2,
3169,  sound,sound,plr_3_vox_flame_0,0.2,0.2,
3170,  sound,sound,plr_3_vox_flame_1,0.2,0.2,
3171,  sound,sound,plr_3_vox_flame_2,0.2,0.2,
3172,  sound,sound,plr_3_vox_flame_3,0.2,0.2,
3173,  sound,sound,plr_3_vox_flame_4,0.2,0.2,
3174,  sound,sound,plr_3_vox_flame_5,0.2,0.2,
3175,  sound,sound,plr_3_vox_gen_ammo_0,0.2,0.2,
3176,  sound,sound,plr_3_vox_gen_ammo_1,0.2,0.2,
3177,  sound,sound,plr_3_vox_gen_ask_no_0,0.2,0.2,
3178,  sound,sound,plr_3_vox_gen_ask_yes_0,0.2,0.2,
3179,  sound,sound,plr_3_vox_gen_compliment_0,0.2,0.2,
3180,  sound,sound,plr_3_vox_gen_compliment_1,0.2,0.2,
3181,  sound,sound,plr_3_vox_gen_count_max_0,0.2,0.2,
3182,  sound,sound,plr_3_vox_gen_cover_0,0.2,0.2,
3183,  sound,sound,plr_3_vox_gen_cover_1,0.2,0.2,
3184,  sound,sound,plr_3_vox_gen_exert_0,0.2,0.2,
3185,  sound,sound,plr_3_vox_gen_exert_1,0.2,0.2,
3186,  sound,sound,plr_3_vox_gen_exert_2,0.2,0.2,
3187,  sound,sound,plr_3_vox_gen_exert_3,0.2,0.2,
3188,  sound,sound,plr_3_vox_gen_exert_4,0.2,0.2,
3189,  sound,sound,plr_3_vox_gen_exert_5,0.2,0.2,
3190,  sound,sound,plr_3_vox_gen_exert_6,0.2,0.2,
3191,  sound,sound,plr_3_vox_gen_exert_7,0.2,0.2,
3192,  sound,sound,plr_3_vox_gen_giant_0,0.2,0.2,
3193,  sound,sound,plr_3_vox_gen_giant_1,0.2,0.2,
3194,  sound,sound,plr_3_vox_gen_giant_2,0.2,0.2,
3195,  sound,sound,plr_3_vox_gen_giant_3,0.2,0.2,
3196,  sound,sound,plr_3_vox_gen_giant_4,0.2,0.2,
3197,  sound,sound,plr_3_vox_gen_help_0,0.2,0.2,
3198,  sound,sound,plr_3_vox_gen_hold_0,0.2,0.2,
3199,  sound,sound,plr_3_vox_gen_hold_1,0.2,0.2,
3200,  sound,sound,plr_3_vox_gen_hold_2,0.2,0.2,
3201,  sound,sound,plr_3_vox_gen_incoming_0,0.2,0.2,
3202,  sound,sound,plr_3_vox_gen_incoming_1,0.2,0.2,
3203,  sound,sound,plr_3_vox_gen_incoming_2,0.2,0.2,
3204,  sound,sound,plr_3_vox_gen_incoming_3,0.2,0.2,
3205,  sound,sound,plr_3_vox_gen_incoming_4,0.2,0.2,
3206,  sound,sound,plr_3_vox_gen_incoming_dog_0,0.2,0.2,
3207,  sound,sound,plr_3_vox_gen_incoming_dog_1,0.2,0.2,
3208,  sound,sound,plr_3_vox_gen_incoming_zomb_0,0.2,0.2,
3209,  sound,sound,plr_3_vox_gen_incoming_zomb_1,0.2,0.2,
3210,  sound,sound,plr_3_vox_gen_kill_0,0.2,0.2,
3211,  sound,sound,plr_3_vox_gen_kill_1,0.2,0.2,
3212,  sound,sound,plr_3_vox_gen_kill_2,0.2,0.2,
3213,  sound,sound,plr_3_vox_gen_kill_3,0.2,0.2,
3214,  sound,sound,plr_3_vox_gen_kill_4,0.2,0.2,
3215,  sound,sound,plr_3_vox_gen_kill_5,0.2,0.2,
3216,  sound,sound,plr_3_vox_gen_kill_6,0.2,0.2,
3217,  sound,sound,plr_3_vox_gen_laugh_0,0.2,0.2,
3218,  sound,sound,plr_3_vox_gen_laugh_1,0.2,0.2,
3219,  sound,sound,plr_3_vox_gen_laugh_2,0.2,0.2,
3220,  sound,sound,plr_3_vox_gen_laugh_3,0.2,0.2,
3221,  sound,sound,plr_3_vox_gen_laugh_4,0.2,0.2,
3222,  sound,sound,plr_3_vox_gen_laugh_5,0.2,0.2,
3223,  sound,sound,plr_3_vox_gen_laugh_6,0.2,0.2,
3224,  sound,sound,plr_3_vox_gen_meteor_0,0.2,0.2,
3225,  sound,sound,plr_3_vox_gen_move_0,0.2,0.2,
3226,  sound,sound,plr_3_vox_gen_move_1,0.2,0.2,
3227,  sound,sound,plr_3_vox_gen_order_attack_0,0.2,0.2,
3228,  sound,sound,plr_3_vox_gen_order_attack_1,0.2,0.2,
3229,  sound,sound,plr_3_vox_gen_order_attack_2,0.2,0.2,
3230,  sound,sound,plr_3_vox_gen_order_attack_3,0.2,0.2,
3231,  sound,sound,plr_3_vox_gen_pain_0,0.2,0.2,
3232,  sound,sound,plr_3_vox_gen_pain_1,0.2,0.2,
3233,  sound,sound,plr_3_vox_gen_pain_2,0.2,0.2,
3234,  sound,sound,plr_3_vox_gen_pain_3,0.2,0.2,
3235,  sound,sound,plr_3_vox_gen_pain_4,0.2,0.2,
3236,  sound,sound,plr_3_vox_gen_pain_5,0.2,0.2,
3237,  sound,sound,plr_3_vox_gen_pain_6,0.2,0.2,
3238,  sound,sound,plr_3_vox_gen_pain_7,0.2,0.2,
3239,  sound,sound,plr_3_vox_gen_perk_dbltap_0,0.2,0.2,
3240,  sound,sound,plr_3_vox_gen_perk_jugga_0,0.2,0.2,
3241,  sound,sound,plr_3_vox_gen_perk_revive_0,0.2,0.2,
3242,  sound,sound,plr_3_vox_gen_perk_speed_0,0.2,0.2,
3243,  sound,sound,plr_3_vox_gen_reload_0,0.2,0.2,
3244,  sound,sound,plr_3_vox_gen_respond_neg_0,0.2,0.2,
3245,  sound,sound,plr_3_vox_gen_respond_pos_0,0.2,0.2,
3246,  sound,sound,plr_3_vox_gen_respond_pos_1,0.2,0.2,
3247,  sound,sound,plr_3_vox_gen_respond_pos_2,0.2,0.2,
3248,  sound,sound,plr_3_vox_gen_respond_pos_3,0.2,0.2,
3249,  sound,sound,plr_3_vox_gen_sigh_0,0.2,0.2,
3250,  sound,sound,plr_3_vox_gen_sigh_1,0.2,0.2,
3251,  sound,sound,plr_3_vox_gen_sigh_2,0.2,0.2,
3252,  sound,sound,plr_3_vox_gen_sigh_3,0.2,0.2,
3253,  sound,sound,plr_3_vox_gen_sigh_4,0.2,0.2,
3254,  sound,sound,plr_3_vox_gen_sigh_5,0.2,0.2,
3255,  sound,sound,plr_3_vox_gen_teamwork_0,0.2,0.2,
3256,  sound,sound,plr_3_vox_gen_teamwork_1,0.2,0.2,
3257,  sound,sound,plr_3_vox_gen_teamwork_2,0.2,0.2,
3258,  sound,sound,plr_3_vox_gen_teamwork_3,0.2,0.2,
3259,  sound,sound,plr_3_vox_gen_weappick_0,0.2,0.2,
3260,  sound,sound,plr_3_vox_hr_resp_cspawn_0,0.2,0.2,
3261,  sound,sound,plr_3_vox_hr_resp_cspawn_1,0.2,0.2,
3262,  sound,sound,plr_3_vox_hr_resp_cspawn_2,0.2,0.2,
3263,  sound,sound,plr_3_vox_hr_resp_cspawn_3,0.2,0.2,
3264,  sound,sound,plr_3_vox_hr_resp_monk_0,0.2,0.2,
3265,  sound,sound,plr_3_vox_hr_resp_monk_1,0.2,0.2,
3266,  sound,sound,plr_3_vox_hr_resp_monk_2,0.2,0.2,
3267,  sound,sound,plr_3_vox_hr_resp_monk_3,0.2,0.2,
3268,  sound,sound,plr_3_vox_hr_resp_monk_4,0.2,0.2,
3269,  sound,sound,plr_3_vox_hr_resp_ohshit_0,0.2,0.2,
3270,  sound,sound,plr_3_vox_hr_resp_ohshit_1,0.2,0.2,
3271,  sound,sound,plr_3_vox_hr_resp_ohshit_2,0.2,0.2,
3272,  sound,sound,plr_3_vox_hr_resp_ohshit_3,0.2,0.2,
3273,  sound,sound,plr_3_vox_hr_resp_ohshit_4,0.2,0.2,
3274,  sound,sound,plr_3_vox_insta_melee_0,0.2,0.2,
3275,  sound,sound,plr_3_vox_insta_melee_1,0.2,0.2,
3276,  sound,sound,plr_3_vox_insta_melee_2,0.2,0.2,
3277,  sound,sound,plr_3_vox_insta_melee_3,0.2,0.2,
3278,  sound,sound,plr_3_vox_insta_melee_4,0.2,0.2,
3279,  sound,sound,plr_3_vox_insta_melee_5,0.2,0.2,
3280,  sound,sound,plr_3_vox_kill_bowie_0,0.2,0.2,
3281,  sound,sound,plr_3_vox_kill_bowie_1,0.2,0.2,
3282,  sound,sound,plr_3_vox_kill_bowie_2,0.2,0.2,
3283,  sound,sound,plr_3_vox_kill_bowie_3,0.2,0.2,
3284,  sound,sound,plr_3_vox_kill_explo_0,0.2,0.2,
3285,  sound,sound,plr_3_vox_kill_explo_1,0.2,0.2,
3286,  sound,sound,plr_3_vox_kill_explo_2,0.2,0.2,
3287,  sound,sound,plr_3_vox_kill_explo_3,0.2,0.2,
3288,  sound,sound,plr_3_vox_kill_explo_4,0.2,0.2,
3289,  sound,sound,plr_3_vox_kill_explo_5,0.2,0.2,
3290,  sound,sound,plr_3_vox_kill_flame_0,0.2,0.2,
3291,  sound,sound,plr_3_vox_kill_flame_1,0.2,0.2,
3292,  sound,sound,plr_3_vox_kill_flame_2,0.2,0.2,
3293,  sound,sound,plr_3_vox_kill_flame_3,0.2,0.2,
3294,  sound,sound,plr_3_vox_kill_flame_4,0.2,0.2,
3295,  sound,sound,plr_3_vox_kill_headdist_0,0.2,0.2,
3296,  sound,sound,plr_3_vox_kill_headdist_1,0.2,0.2,
3297,  sound,sound,plr_3_vox_kill_headdist_2,0.2,0.2,
3298,  sound,sound,plr_3_vox_kill_headdist_3,0.2,0.2,
3299,  sound,sound,plr_3_vox_kill_headdist_4,0.2,0.2,
3300,  sound,sound,plr_3_vox_kill_headdist_5,0.2,0.2,
3301,  sound,sound,plr_3_vox_kill_headdist_6,0.2,0.2,
3302,  sound,sound,plr_3_vox_kill_headdist_7,0.2,0.2,
3303,  sound,sound,plr_3_vox_kill_monkey_0,0.2,0.2,
3304,  sound,sound,plr_3_vox_kill_monkey_1,0.2,0.2,
3305,  sound,sound,plr_3_vox_kill_monkey_2,0.2,0.2,
3306,  sound,sound,plr_3_vox_kill_monkey_3,0.2,0.2,
3307,  sound,sound,plr_3_vox_kill_monkey_4,0.2,0.2,
3308,  sound,sound,plr_3_vox_kill_ray_0,0.2,0.2,
3309,  sound,sound,plr_3_vox_kill_ray_1,0.2,0.2,
3310,  sound,sound,plr_3_vox_kill_ray_2,0.2,0.2,
3311,  sound,sound,plr_3_vox_kill_ray_3,0.2,0.2,
3312,  sound,sound,plr_3_vox_kill_ray_4,0.2,0.2,
3313,  sound,sound,plr_3_vox_kill_tesla_0,0.2,0.2,
3314,  sound,sound,plr_3_vox_kill_tesla_1,0.2,0.2,
3315,  sound,sound,plr_3_vox_kill_tesla_2,0.2,0.2,
3316,  sound,sound,plr_3_vox_kill_tesla_3,0.2,0.2,
3317,  sound,sound,plr_3_vox_kill_tesla_4,0.2,0.2,
3318,  sound,sound,plr_3_vox_kill_tesla_5,0.2,0.2,
3319,  sound,sound,plr_3_vox_killstreak_0,0.2,0.2,
3320,  sound,sound,plr_3_vox_killstreak_1,0.2,0.2,
3321,  sound,sound,plr_3_vox_killstreak_2,0.2,0.2,
3322,  sound,sound,plr_3_vox_killstreak_3,0.2,0.2,
3323,  sound,sound,plr_3_vox_killstreak_4,0.2,0.2,
3324,  sound,sound,plr_3_vox_killstreak_5,0.2,0.2,
3325,  sound,sound,plr_3_vox_killstreak_6,0.2,0.2,
3326,  sound,sound,plr_3_vox_killstreak_7,0.2,0.2,
3327,  sound,sound,plr_3_vox_killstreak_8,0.2,0.2,
3328,  sound,sound,plr_3_vox_level_start_0,0.2,0.2,
3329,  sound,sound,plr_3_vox_level_start_1,0.2,0.2,
3330,  sound,sound,plr_3_vox_mg_0,0.2,0.2,
3331,  sound,sound,plr_3_vox_mg_1,0.2,0.2,
3332,  sound,sound,plr_3_vox_mg_2,0.2,0.2,
3333,  sound,sound,plr_3_vox_mg_3,0.2,0.2,
3334,  sound,sound,plr_3_vox_mg_4,0.2,0.2,
3335,  sound,sound,plr_3_vox_mg_5,0.2,0.2,
3336,  sound,sound,plr_3_vox_mg_6,0.2,0.2,
3337,  sound,sound,plr_3_vox_monkey_0,0.2,0.2,
3338,  sound,sound,plr_3_vox_monkey_1,0.2,0.2,
3339,  sound,sound,plr_3_vox_monkey_2,0.2,0.2,
3340,  sound,sound,plr_3_vox_monkey_3,0.2,0.2,
3341,  sound,sound,plr_3_vox_monkey_4,0.2,0.2,
3342,  sound,sound,plr_3_vox_mp40_0,0.2,0.2,
3343,  sound,sound,plr_3_vox_mp40_1,0.2,0.2,
3344,  sound,sound,plr_3_vox_mp40_2,0.2,0.2,
3345,  sound,sound,plr_3_vox_mp40_3,0.2,0.2,
3346,  sound,sound,plr_3_vox_mp40_4,0.2,0.2,
3347,  sound,sound,plr_3_vox_mp40_5,0.2,0.2,
3348,  sound,sound,plr_3_vox_name_dempsey_0,0.2,0.2,
3349,  sound,sound,plr_3_vox_name_dempsey_1,0.2,0.2,
3350,  sound,sound,plr_3_vox_name_dempsey_2,0.2,0.2,
3351,  sound,sound,plr_3_vox_name_dempsey_3,0.2,0.2,
3352,  sound,sound,plr_3_vox_name_dempsey_4,0.2,0.2,
3353,  sound,sound,plr_3_vox_name_int_0,0.2,0.2,
3354,  sound,sound,plr_3_vox_name_nikolai_0,0.2,0.2,
3355,  sound,sound,plr_3_vox_name_nikolai_1,0.2,0.2,
3356,  sound,sound,plr_3_vox_name_nikolai_2,0.2,0.2,
3357,  sound,sound,plr_3_vox_name_nikolai_3,0.2,0.2,
3358,  sound,sound,plr_3_vox_name_richtofen_0,0.2,0.2,
3359,  sound,sound,plr_3_vox_name_richtofen_1,0.2,0.2,
3360,  sound,sound,plr_3_vox_name_richtofen_2,0.2,0.2,
3361,  sound,sound,plr_3_vox_name_takeo_0,0.2,0.2,
3362,  sound,sound,plr_3_vox_name_takeo_1,0.2,0.2,
3363,  sound,sound,plr_3_vox_name_takeo_2,0.2,0.2,
3364,  sound,sound,plr_3_vox_name_takeo_3,0.2,0.2,
3365,  sound,sound,plr_3_vox_name_takeo_4,0.2,0.2,
3366,  sound,sound,plr_3_vox_nomoney_box_0,0.2,0.2,
3367,  sound,sound,plr_3_vox_nomoney_perk_0,0.2,0.2,
3368,  sound,sound,plr_3_vox_nomoney_weapon_0,0.2,0.2,
3369,  sound,sound,plr_3_vox_oh_shit_0,0.2,0.2,
3370,  sound,sound,plr_3_vox_oh_shit_1,0.2,0.2,
3371,  sound,sound,plr_3_vox_oh_shit_2,0.2,0.2,
3372,  sound,sound,plr_3_vox_oh_shit_3,0.2,0.2,
3373,  sound,sound,plr_3_vox_oh_shit_4,0.2,0.2,
3374,  sound,sound,plr_3_vox_perk_doubletap_0,0.2,0.2,
3375,  sound,sound,plr_3_vox_perk_jugga_0,0.2,0.2,
3376,  sound,sound,plr_3_vox_perk_packa_get_0,0.2,0.2,
3377,  sound,sound,plr_3_vox_perk_packa_get_1,0.2,0.2,
3378,  sound,sound,plr_3_vox_perk_packa_get_2,0.2,0.2,
3379,  sound,sound,plr_3_vox_perk_packa_get_3,0.2,0.2,
3380,  sound,sound,plr_3_vox_perk_packa_see_0,0.2,0.2,
3381,  sound,sound,plr_3_vox_perk_packa_see_1,0.2,0.2,
3382,  sound,sound,plr_3_vox_perk_packa_see_2,0.2,0.2,
3383,  sound,sound,plr_3_vox_perk_packa_see_3,0.2,0.2,
3384,  sound,sound,plr_3_vox_perk_packa_wait_0,0.2,0.2,
3385,  sound,sound,plr_3_vox_perk_packa_wait_1,0.2,0.2,
